Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
FUEL PIPE (FEED PUMP TO FUEL FILTER),269201-KIR,code128,,Default Category,nos1,nos1,nos1, 201.40 ,344,5,18%,Exclusive,no_image.png,,,,,,,,,40091100,,,,,0,,
FUEL PIPE (FUEL FILTER TO FUEL PUMP),269202-KIR,code128,,Default Category,nos1,nos1,nos1, 279.25 ,396,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
D' WASHER,29160100183UC-M,code128,,Default Category,nos1,nos1,nos1, 2.52 ,4,5,18%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,
ONE TIME FILTER KIT (0.5 LTR ),299917-KIR,code128,,Default Category,nos1,nos1,nos1, 132.51 ,211,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
"LUBE OIL PRESSURE SENDOR, (SENSOR + SW",2H09211-KIR,code128,,Default Category,nos1,nos1,nos1, 926.84 ,1555,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
RUBBER HOSE FOR AIR CLEANER,2H27703-KIR,code128,,Default Category,nos1,nos1,nos1, 147.54 ,252,5,18%,Exclusive,no_image.png,,,,,,,,,40169330,,,,,0,,
MAIN ELEMENT FORÿ AIR CLEANER (DONALDS,2H27705-KIR,code128,,Default Category,nos1,nos1,nos1, 507.18 ,727,5,28%,Exclusive,no_image.png,,,,,,,,,87081010,,,,,0,,
LEAK OFF PIPE,302707-KIR,code128,,Default Category,nos1,nos1,nos1, 38.31 ,61,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
LUB OIL FILTER ELEMENT,304019-KIR,code128,,Default Category,nos1,nos1,nos1, 60.30 ,103,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
HOSE FOR AIR CLEANER (70 IDX80 L),306302-KIR,code128,,Default Category,nos1,nos1,nos1, 90.75 ,155,5,18%,Exclusive,no_image.png,,,,,,,,,40091100,,,,,0,,
LUB OIL PUMP ASSEMBLY.,3401810-KIR,code128,,Default Category,nos1,nos1,nos1," 1,327.17 ",1950,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
"FUEL PIPE 7.5,14X14 B,700 WB",34151010-KIR,code128,,Default Category,nos1,nos1,nos1, 109.40 ,159,5,18%,Exclusive,no_image.png,,,,,,,,,40091100,,,,,0,,
"FUEL PIPE 8.0,14 B,1000 WBÿÿÿÿÿÿÿÿÿÿÿ",3604001-KIR,code128,,Default Category,nos1,nos1,nos1, 157.21 ,232,5,18%,Exclusive,no_image.png,,,,,,,,,40091100,,,,,0,,
CLAMP TYPE CLIC D.9-11 55,36300500-LOM,code128,,Default Category,nos1,nos1,nos1, 33.96 ,58,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
